Årgang,Farve,Vægt,Tophastighed,Sidst synet,Trækhjul,Kilometer,Nypris,Cylindre,Tank,0 - 100 km/t,Airbags,Grøn Ejerafgift,Lasteevne,Model,Gearkasse,Nummerplade,Hestekræfter,Biltype,Max. påhæng,Pris,Registreringsdato,Antal døre,Km/l,Brændstoftype,Antal gear
2011,,1.102,166,,Forhjul,176.000,132.900,4,50,13,,2.180,391,"Peugeot 206+ 1,4 HDi 68",Manuel,,68,Hatchback,600,22.900,07-07-2011,5,25,Diesel,5
2007,Sortmetal,1.500,243,,Baghjul,139.000,604.529,6,63,"7,2",6,5.580,6.500,"BMW 325i 2,5 Touring",Manuel,,218,Stationcar,1.600,109.900,28-06-2007,5,"11,6",Benzin,6
2016,Mørkblåmetal,1.605,231,,Forhjul,115.000,603.233,4,40,"7,9",6,3.520,375,"Audi A4 2,0 TDi 190 Sport Avant S-tr.",Automatisk,,190,Stationcar,1.700,294.800,15-02-2016,5,"23,8",Diesel,7
2016,Sortmetal,1.681,205,,4x4,140.000,764.525,5,70,"9,6",6,5.540,824,"Volvo XC60 2,4 D4 190 R-Design aut. AWD",Automatisk,,190,SUV,1.800,339.900,13-05-2016,5,"17,5",Diesel,6
2017,Gråmetal,1.635,225,,Baghjul,117.000,,4,66,"7,8",6,3.020,745,"BMW 520d 2,0 Touring Sport Line aut.",Automatisk,,190,Stationcar,2.000,424.800,03-07-2017,5,"22,9",Diesel,8
2009,Blå,1.512,188,,Forhjul,126.000,,4,71,14,7,4.680,666,"Citroën C5 1,6 HDi 110 Airdream Tourer",Manuel,,110,Stationcar,1.000,49.900,23-12-2009,5,"18,9",Diesel,5
2016,Koksmetal,1.109,197,,Forhjul,65.000,152.901,3,45,"9,2",6,660,191,"Seat Ibiza 1,0 TSi 110 Style",Manuel,,110,Hatchback,1.000,89.900,21-12-2015,5,"23,3",Benzin,6
2008,Sort,825,157,,Forhjul,308.000,106.367,3,35,"14,2",6,660,375,"Toyota Aygo 1,0",Manuel,,68,Hatchback,,18.800,12-06-2008,5,"21,7",Benzin,5
2017,Sortmetal,1.710,226,,Baghjul,69.000,,4,70,8,6,3.880,675,"BMW 520d 2,0 Touring M-Sport aut.",Automatisk,,190,Stationcar,2.000,3.148,12-05-2017,5,"22,2",Diesel,8
2014,Hvid,1.475,205,,Forhjul,185.000,,4,70,"9,8",7,3.880,860,"Ford Mondeo 2,0 TDCi 140 Collection stc.",Manuel,,140,Stationcar,1.800,99.900,26-05-2014,5,"21,7",Diesel,6
2018,Brunmetal,1.435,239,,Forhjul,35.000,637.270,4,58,"7,5",6,1.280,605,"Audi A5 2,0 TFSi 190 Sport SB S-tr.",Automatisk,,190,Hatchback,1.500,389.900,03-08-2017,5,"18,2",Benzin,7
2014,Brunmetal,1.471,210,,Forhjul,129.000,437.796,4,70,10,6,3.880,599,"VW Passat 2,0 TDi 140 Comfortl. Vari. BMT",Manuel,,140,Stationcar,1.800,149.500,28-11-2013,5,"21,7",Diesel,6
2018,Sortmetal,2.078,191,,4x4,42.000,677.375,6,80,,4,10.320,922,"VW Amarok 3,0 V6 TDi 224 Highline aut. 4M",Automatisk,,224,SUV,3.500,3.345,15-03-2018,4,"12,8",Diesel,8
2017,Sølvmetal,1.800,226,,Forhjul,52.000,,4,73,"8,5",6,3.880,525,"Audi A6 2,0 TDi 190 Ultra S-line Avant Str",Automatisk,,190,Stationcar,1.800,2.345,01-04-2017,5,"22,2",Diesel,7
2019,Hvid,1.238,211,,Forhjul,35.800,285.114,4,50,"9,5",7,1.080,672,"VW Golf VII 1,5 TSi 130 Comfortl. Variant DSG",Automatisk,,130,Stationcar,1.400,237.900,30-10-2018,5,"22,4",Benzin,7
1999,Sort,900,152,,Forhjul,164.000,124.753,4,34,"17,9",4,1.880,475,"VW Lupo 1,0",Manuel,,50,Hatchback,650,11.999,02-06-1999,3,"17,9",Benzin,5
2017,Gråmetal,1.495,210,,Baghjul,98.000,,4,57,"8,8",6,3.880,640,"BMW 318d 2,0 Touring M-Sport aut.",Automatisk,,150,Stationcar,1.800,299.900,06-06-2017,5,"22,2",Diesel,8
2016,Hvid,2.142,152,,Forhjul,99.000,,4,,,,8.100,1.358,"Renault Master III T35 2,3 dCi 145 L1H1 Kassevogn",Manuel,,145,Varevogn,2.500,99.888,27-10-2016,,"14,3",Diesel,6
2018,,1.270,204,,Forhjul,67.000,263.545,4,50,"9,1",7,1.780,500,"VW Golf VII 1,4 TSi 125 Comfortline DSG",Automatisk,,125,Hatchback,1.400,198.900,25-01-2018,5,"19,6",Benzin,7
2005,Rød,1.350,235,,Forhjul,269.000,417.817,4,55,"7,2",8,4.360,550,"VW Golf V 2,0 GTi",Manuel,,200,Hatchback,1.400,50.000,20-01-2005,5,"12,5",Benzin,6
2010,Rød,825,157,,Forhjul,198.000,95.081,3,35,"14,2",6,660,375,"Toyota Aygo 1,0",Manuel,,68,Hatchback,,19.700,02-08-2010,5,"22,2",Benzin,5
2014,Gråmetal,2.045,250,,4x4,218.000,1.399.704,6,70,"5,6",6,7.220,625,"BMW 535d 3,0 Gran Turismo xDrive aut.",Automatisk,,313,Hatchback,2.100,2.999,02-06-2014,5,"15,6",Diesel,8
2017,Blåmetal,1.063,175,,Forhjul,50.000,,4,45,"13,2",6,660,602,"Opel Corsa 1,4 16V Sport",Manuel,,90,Hatchback,800,104.800,24-05-2017,5,20,Benzin,5
2017,Blåmetal,1.063,175,,Forhjul,50.000,,4,45,"13,2",6,660,602,"Opel Corsa 1,4 16V Sport",Manuel,,90,Hatchback,800,1.995,24-05-2017,5,20,Benzin,5
2011,Hvid,1.709,135,,Forhjul,162.000,210.942,4,80,,1,9.820,1.091,"Ford Transit 280S Van 2,2 TDCi 85 Trend",Manuel,,85,Varevogn,1.700,44.900,06-05-2011,4,"12,5",Diesel,5
2009,Sortmetal,1.261,220,,Forhjul,179.000,343.699,4,55,8,7,1.880,609,"VW Golf VI 1,4 TSi 160 Highline DSG",Automatisk,,160,Hatchback,1.400,70.000,26-03-2009,5,"16,7",Benzin,7
2018,,,,,Forhjul,60.000,181.397,,,,6,3.020,,"Ford Transit Connect 1,5 TDCi 100 Trend kort",Manuel,,100,Varevogn,,1.979,23-08-2017,,"22,7",Diesel,6
2015,,2.070,234,,4x4,108.000,,6,75,"6,3",,6.380,695,"Audi Q7 3,0 TDi 272 S-line quattro Tiptr.",Automatisk,,272,Varevogn,2.700,3.995,25-09-2015,5,"16,1",Diesel,8
2017,Hvidmetal,1.445,205,,Forhjul,105.000,,4,51,"9,2",6,4.380,645,"BMW X1 2,0 sDrive18d M-Sport aut.",Automatisk,,150,SUV,1.800,339.800,21-08-2017,5,"21,7",Diesel,8
2016,Rød,880,157,,Forhjul,48.000,103.694,3,35,14,6,660,360,"Toyota Aygo 1,0 VVT-i x-play",Manuel,,69,Hatchback,,74.900,13-05-2016,5,"26,3",Benzin,5
2006,Sortmetal,1.436,232,,Forhjul,165.000,560.196,4,55,"7,8",4,4.960,564,"VW Eos 2,0 TFSi",Manuel,,200,Cabriolet,1.500,149.900,28-07-2006,2,12,Benzin,6
2011,Hvid,1.709,135,,Forhjul,162.000,210.942,4,80,,1,9.820,1.091,"Ford Transit 280S Van 2,2 TDCi 85 Trend",Manuel,,85,Varevogn,1.700,35.920,06-05-2011,4,"12,5",Diesel,5
2016,Hvid,954,196,,Forhjul,78.000,168.468,3,42,"9,4",7,660,601,"Ford Fiesta 1,0 EcoBoost Titanium X",Manuel,,125,Hatchback,900,99.700,15-12-2016,5,"23,3",Benzin,5
2020,Sølvmetal,1.112,182,,Forhjul,11.000,236.511,3,40,10,6,1.160,568,"Seat Arona 1,0 TSi 115 Xcellence DSG",Automatisk,,115,SUV,1.100,Ring,27-09-2019,5,22,Benzin,7
2016,Hvid,1.501,180,,Forhjul,29.000,,4,60,"12,3",6,3.020,724,"Ford Grand C-Max 1,5 TDCi 120 Business Van",Manuel,,120,Varevogn,1.200,139.900,31-05-2016,5,"22,7",Diesel,6
2017,Sortmetal,2.080,240,,4x4,62.000,,6,85,"5,8",,6.380,740,"BMW X6 3,0 xDrive40d aut. Van",Automatisk,,313,,2.700,545.000,15-02-2017,5,"16,1",Diesel,8
2016,Hvid,1.501,180,,Forhjul,29.000,,4,60,"12,3",6,3.020,724,"Ford Grand C-Max 1,5 TDCi 120 Business Van",Manuel,,120,Varevogn,1.200,114.900,31-05-2016,5,"22,7",Diesel,6
2019,Sortmetal,1.293,212,,Forhjul,27.000,,4,48,"9,6",6,3.520,582,"Opel Astra 1,6 CDTi 136 Enjoy ST",Manuel,,136,Stationcar,1.500,189.900,21-11-2018,5,"24,4",Diesel,6
2016,Hvid,864,153,,Forhjul,107.000,104.999,3,35,"14,6",7,660,536,"Kia Picanto 1,0 Attraction",Manuel,,69,Hatchback,,69.900,15-02-2017,5,"22,7",Benzin,5
2017,Hvid,1.525,170,,Forhjul,30.000,289.987,4,50,11,7,1.000,335,"Toyota C-HR 1,8 Hybrid C-ENTER CVT",Automatisk,,122,SUV,725,224.800,21-06-2018,5,"26,3",Benzin,1
2011,Carbonsortmetal,1.685,222,,Baghjul,107.000,745.701,4,70,"8,3",6,5.180,675,"BMW 520d 2,0 Touring",Manuel,,184,Stationcar,2.000,248.800,04-10-2011,5,"19,2",Diesel,6
2011,Carbonsortmetal,1.685,222,,Baghjul,107.000,745.701,4,70,"8,3",6,5.180,675,"BMW 520d 2,0 Touring",Manuel,,184,Stationcar,2.000,1.295,04-10-2011,5,"19,2",Diesel,6
2007,Champagnemetal,1.400,196,,Forhjul,316.000,326.702,4,66,"10,3",6,4.360,625,Citroën C5 16V Elegance Weekend S,Manuel,,125,Stationcar,1.300,19.900,30-11-2007,5,"13,2",Benzin,5
2013,,1.395,204,,Forhjul,108.000,424.997,4,62,"9,8",6,3.880,675,"Mazda 6 2,2 Sky-D 150 Vision aut.",Automatisk,,150,Sedan,1.600,158.900,27-03-2014,4,"20,8",Diesel,6
2006,Sortmetal,1.567,198,,Forhjul,139.000,243.292,4,60,"10,2",8,6.350,673,"VW Touran 2,0 TDi 140 Highline DSG Van",Automatisk,,140,MPV,1.500,29.900,06-12-2005,5,"16,7",Diesel,6
2014,,,,14-02-2020,,66.300,,,,,,,,"Skoda Citigo 1,0",Manuel,,60,Hatchback,,59.900,,,,Benzin,
2011,Brunmetal,832,154,,Forhjul,188.000,108.994,4,35,"15,5",6,660,535,"Chevrolet Spark 1,0 LS",Manuel,,68,Hatchback,,17.800,21-01-2011,5,20,Benzin,5
1999,Sortmetal,1.225,182,,Forhjul,136.000,359.628,4,55,"12,9",4,6.200,450,"VW New Beetle 2,0 Highline aut.",Automatisk,,115,Hatchback,,50.000,21-08-1998,2,"10,5",Benzin,4
2011,Rødmetal,1.030,156,,Forhjul,159.000,139.991,4,45,"14,4",7,1.280,570,"Fiat Punto Evo 1,2 69 Active",Manuel,,69,Hatchback,900,29.600,29-04-2011,5,"19,2",Benzin,5
2011,Blåmetal,1.690,220,,Baghjul,96.000,,4,70,"8,3",6,4.680,675,"BMW 520d 2,0 Touring aut.",Automatisk,,184,Stationcar,2.000,214.900,29-12-2011,5,"20,4",Diesel,8
2016,Sort,840,161,,Forhjul,83.000,,3,35,"14,4",4,660,450,"VW UP! 1,0 60 High Up! BMT",Manuel,,60,Hatchback,,72.900,17-03-2016,5,"24,4",Benzin,5
2020,Koksmetal,1.241,195,,Forhjul,5.000,191.915,3,45,,6,1.080,361,"Skoda Fabia 1,0 TSi 110 Style Combi",Manuel,,110,Stationcar,1.100,189.900,06-07-2020,5,"23,4",Benzin,6
2007,Koksmetal,1.700,168,,Forhjul,323.000,253.743,,,"15,3",1,7.320,1.100,"VW Transporter 2,5 TDi 130 Kassevogn kort",Manuel,,130,Varevogn,2.200,31.500,04-09-2007,4,"9,6",Diesel,6
2014,Sølvmetal,1.168,175,,Forhjul,104.000,157.990,3,50,"12,2",6,660,362,"Peugeot 208 1,2 VTi Active",Manuel,,82,Hatchback,820,47.900,05-11-2014,5,"22,2",Benzin,5
2004,,,,20-04-2018,,327.000,,,,,,,,"Renault MEGANE SPORT TOURER 1,6",Manuel,,112,Stationcar,,12.900,,,,Benzin,
2016,Hvidmetal,1.249,187,,Forhjul,61.000,305.300,4,50,"11,2",6,1.280,541,"Honda HR-V 1,5 i-VTEC Elegance CVT",Automatisk,,130,SUV,1.000,184.500,06-07-2016,5,"19,2",Benzin,1
2017,Blåmetal,1.740,250,,4x4,79.000,,6,68,"5,1",6,3.740,755,"BMW 540i 3,0 Touring M-Sport xDrive aut.",Automatisk,,340,Stationcar,2.000,4.487,13-07-2017,5,"13,3",Benzin,8
2018,Sortmetal,1.354,209,,Forhjul,40.000,320.998,4,58,"8,9",7,2.380,696,"VW Touran 1,4 TSi 150 Comfortline 7prs",Manuel,,150,MPV,1.500,1.295,06-07-2018,5,"17,5",Benzin,6
2018,Sortmetal,1.354,209,,Forhjul,40.000,320.998,4,58,"8,9",7,2.380,696,"VW Touran 1,4 TSi 150 Comfortline 7prs",Manuel,,150,MPV,1.500,259.900,06-07-2018,5,"17,5",Benzin,6
2007,Koksmetal,1.700,168,,Forhjul,323.000,253.743,,,"15,3",1,7.320,1.100,"VW Transporter 2,5 TDi 130 Kassevogn kort",Manuel,,130,Varevogn,2.200,25.000,04-09-2007,4,"9,6",Diesel,6
2007,,,,13-11-2020,,329.000,,,,,,,,"Peugeot 307 1,6 PEUGEOT 307 1,6 HDI STC",Manuel,,89,Stationcar,,12.900,,,,Diesel,
2020,Koksmetal,1.317,214,,Forhjul,12.000,295.921,4,50,"8,4",9,1.160,570,"Skoda Octavia 1,5 TSi 150 Style Combi DSG",Automatisk,,150,Stationcar,1.500,274.900,15-07-2020,5,"21,6",Benzin,7
2004,Sort,1.525,210,,Forhjul,405.000,417.000,4,75,"10,2",6,6.200,575,"Saab 9-5 2,0 T Linear Estate",Manuel,,150,Stationcar,1.800,9.900,04-03-2004,5,"10,9",Benzin,5
2002,,,,18-09-2020,,177.000,,,,,,,,"Peugeot 206 1,6 PEUGEOT 206 1,6 CABRIOLET",Manuel,,,Cabriolet,,29.900,,,,Benzin,
2015,Blåmetal,1.165,190,,Forhjul,60.000,234.580,4,46,"10,7",6,660,585,"Nissan Pulsar 1,2 Dig-T 115 Acenta",Manuel,,115,Hatchback,1.200,109.900,29-01-2015,5,20,Benzin,6
2002,,,,14-10-2020,,158.000,,,,,,,,"Mitsubishi Space Star 1,6",Manuel,,,Hatchback,,12.900,,,,Benzin,
2018,,1.475,226,,Baghjul,122.000,,4,57,"7,4",6,3.520,630,"BMW 320d 2,0 Touring Advantage aut.",Automatisk,,190,Stationcar,1.800,237.000,16-11-2017,5,"24,4",Diesel,8
2020,Sort,1.348,200,,Forhjul,14.000,310.919,4,46,"8,2",6,1.780,422,"Honda Civic 1,5 VTEC Turbo Executive CVT",Automatisk,,182,Sedan,800,284.000,10-09-2020,4,"19,3",Benzin,7
2018,Sort,1.515,250,,Baghjul,38.000,662.193,4,68,"6,2",6,1.780,685,"BMW 530i 2,0 aut.",Automatisk,,252,Sedan,2.000,447.000,13-12-2017,4,"18,2",Benzin,8
2018,Orangemetal,925,180,,Forhjul,30.000,144.995,3,35,"11,7",6,1.080,415,"Mitsubishi Space Star 1,2 Inlead",Manuel,,80,Hatchback,,84.900,18-04-2018,5,"24,4",Benzin,5
2019,Blå,1.322,199,,Forhjul,19.765,224.814,3,52,10,6,1.160,533,"Ford Focus 1,0 EcoBoost Titanium",Manuel,,125,Hatchback,1.100,194.000,13-05-2019,5,"20,8",Benzin,6
2018,,1.091,175,,Forhjul,26.000,152.449,4,42,"12,5",7,2.220,574,"Ford Fiesta 1,5 TDCi 85 Trend",Manuel,,85,Hatchback,750,124.000,28-03-2018,5,"28,6",Diesel,6
2015,,1.455,215,,Forhjul,84.000,,4,50,"9,9",7,3.020,595,"Mercedes CLA200 2,2 CDi SB aut.",Automatisk,,136,Stationcar,1.500,257.000,10-09-2015,5,"24,4",Diesel,7
2017,Grå,1.218,193,,Forhjul,80.000,274.938,3,55,"11,2",6,660,682,"Ford Focus 1,0 SCTi 125 Titanium stc.",Manuel,,125,Stationcar,1.200,142.000,31-08-2017,5,"20,8",Benzin,6
2018,Hvid,1.057,170,,Forhjul,20.000,,3,40,,4,1.160,531,"Renault Clio IV 0,9 TCe 90 Zen",Manuel,,90,Hatchback,1.200,114.000,28-12-2018,5,22,Benzin,5
2017,Grå,1.232,183,,Forhjul,55.000,166.990,3,42,"10,5",7,660,323,"Ford Fiesta 1,0 EcoBoost Titanium",Manuel,,100,Hatchback,1.000,127.900,04-08-2017,5,"23,3",Benzin,6
2018,Hvid,934,162,,Forhjul,74.000,115.595,3,35,"14,4",4,1.080,396,"VW UP! 1,0 MPi 60 Move Up! BMT",Manuel,,60,Hatchback,,84.900,13-08-2018,5,"24,4",Benzin,5
2019,Grå,1.190,183,,Forhjul,20.000,160.060,3,42,"10,5",7,1.160,480,"Ford Fiesta 1,0 EcoBoost Titanium",Manuel,,100,Hatchback,1.000,144.000,28-11-2019,5,"21,3",Benzin,6
2018,Hvid,934,162,,Forhjul,74.000,115.595,3,35,"14,4",4,1.080,396,"VW UP! 1,0 MPi 60 Move Up! BMT",Manuel,,60,Hatchback,,84.900,13-08-2018,5,"24,4",Benzin,5
2019,Grå,1.190,183,,Forhjul,20.000,160.060,3,42,"10,5",7,1.160,480,"Ford Fiesta 1,0 EcoBoost Titanium",Manuel,,100,Hatchback,1.000,144.000,28-11-2019,5,"21,3",Benzin,6
2019,Sort,1.063,180,,Forhjul,10.000,182.897,3,45,"12,2",4,1.160,525,"Renault Clio IV 0,9 TCe 90 GO! ST",Manuel,,90,Stationcar,1.200,127.000,29-10-2019,5,"21,6",Benzin,5
2006,Sort,1.300,210,,Forhjul,312.000,280.000,4,64,"9,9",6,4.360,575,"Mazda 6 2,0 Comfort",Manuel,,147,Hatchback,1.500,14.800,05-04-2006,5,"12,5",Benzin,6
2017,Sort,1.604,210,,Forhjul,93.731,623.585,4,70,"8,1",6,3.880,881,"Volvo XC60 2,0 D4 190 Summum",Manuel,,190,SUV,1.800,334.000,11-05-2017,5,"22,2",Diesel,6
2016,Sort,1.845,210,,4x4,102.000,717.900,4,50,"8,3",7,4.680,,"Mercedes GLC220 d 2,2 aut. 4-M",Automatisk,,170,SUV,2.500,437.000,07-10-2016,5,20,Diesel,9
2007,,1.015,165,,Forhjul,235.000,,4,45,"13,2",4,1.880,585,"Fiat Grande Punto 1,4 Dynamic",Manuel,,77,Hatchback,1.000,17.900,29-11-2007,5,"16,9",Benzin,5
2017,Gråmetal,1.305,195,,Forhjul,80.000,272.890,4,50,"10,8",9,2.180,550,"Skoda Octavia 1,6 TDi 110 Style",Manuel,,110,Hatchback,1.500,154.900,01-09-2016,5,"26,3",Diesel,5
2019,Sort,1.057,180,,Forhjul,14.000,181.903,3,40,"13,1",4,1.160,531,"Renault Clio IV 0,9 TCe 90 GO!",Manuel,,90,Hatchback,1.200,124.000,22-08-2019,5,22,Benzin,5
2012,Sortmetal,1.295,200,,Forhjul,138.000,279.988,4,50,10,6,3.020,620,"Toyota Auris 2,0 D-4D T2+",Manuel,,124,Hatchback,1.500,99.600,03-01-2013,5,"23,3",Diesel,6
2017,Grå,915,180,,Forhjul,19.000,129.990,4,37,"11,9",7,1.080,565,"Suzuki Swift 1,2 Dualjet Club",Manuel,,90,Hatchback,1.000,122.000,02-01-2018,5,"23,3",Benzin,5
2018,Sort,1.154,196,,Forhjul,26.000,177.999,3,45,"9,8",6,1.160,455,"Skoda Fabia 1,0 TSi 110 Ambition Tour DSG",Automatisk,,110,Hatchback,1.100,167.000,11-09-2018,5,"21,7",Benzin,7
2015,Hvid,1.168,175,,Forhjul,75.000,149.990,3,50,"12,2",6,660,362,"Peugeot 208 1,2 VTi 82 Supreme",Manuel,,82,Hatchback,820,84.900,12-06-2015,5,"22,2",Benzin,5
2017,,1.778,208,,Forhjul,84.000,,4,70,"9,5",7,5.180,762,"Ford S-MAX 2,0 TDCi 180 Titanium aut. 7prs",Automatisk,,180,MPV,2.000,284.000,02-11-2017,5,20,Diesel,6
2017,,1.395,196,,Forhjul,125.000,309.990,4,50,11,7,2.180,535,"VW Golf VII 1,6 TDi 110 Allstar Variant BMT",Manuel,,110,Stationcar,1.500,157.000,06-10-2016,5,"25,6",Diesel,5
2018,Sølvmetal,1.202,216,,Forhjul,10.000,303.698,4,50,"8,3",7,1.160,608,"VW Golf VII 1,5 TSi 150 Highline DSG",Automatisk,,150,Hatchback,1.500,249.900,16-10-2017,5,20,Benzin,7
2017,Brunmetal,1.437,215,,Forhjul,15.000,241.196,4,56,"8,9",6,660,383,"Opel Astra 1,4 T 150 Enjoy ST",Manuel,,150,Stationcar,1.300,179.900,22-08-2017,5,"20,4",Benzin,6
2011,Hvid,1.450,212,,Forhjul,171.000,353.099,4,56,"9,5",6,4.680,680,"Opel Astra 2,0 CDTi 160 Sport ST",Manuel,,160,Stationcar,1.400,69.600,19-04-2011,5,"19,6",Diesel,6
2014,,905,160,,Forhjul,46.000,95.490,3,35,"13,5",6,660,270,"Peugeot 107 1,0 Cool",Manuel,,68,Hatchback,,49.800,13-02-2014,5,"23,3",Benzin,5
2017,Rødmetal,910,155,,Forhjul,36.000,105.988,3,35,13,6,660,350,"Suzuki Celerio 1,0 Dualjet Club",Manuel,,68,Hatchback,400,76.900,16-02-2017,5,"27,8",Benzin,5
2010,Koks,1.005,170,,Forhjul,315.000,114.995,4,45,"12,8",4,1.280,498,"Chevrolet Aveo 1,2 Base",Manuel,,84,Hatchback,1.100,9.900,21-09-2010,5,"18,5",Benzin,5
2017,Sortmetal,840,151,,Baghjul,35.228,112.238,3,35,"14,5",4,660,520,"Renault Twingo 1,0 SCe 70 Expression",Manuel,,70,Hatchback,,76.900,07-12-2016,5,"23,8",Benzin,5
2010,Sølvmetal,1.295,185,,Forhjul,216.000,247.401,4,60,"11,7",6,3.740,582,"Renault Scenic III 1,6 16V Expression",Manuel,,110,MPV,1.300,39.900,17-05-2010,5,"13,3",Benzin,6
2006,Sølvmetal,975,173,,Forhjul,224.000,180.428,4,50,"13,3",6,2.520,525,"Peugeot 206 1,4 XR stc.",Manuel,,75,Stationcar,900,11.900,10-05-2006,5,"15,6",Benzin,5
2013,Sølvmetal,1.213,169,,Forhjul,230.701,164.992,4,50,"12,4",4,3.020,657,"Dacia Lodgy 1,5 dCi 90 Ambiance 7prs",Manuel,,90,MPV,1.400,44.900,14-10-2013,5,"23,8",Diesel,5
2020,Koksmetal,1.672,180,,4x4,31.000,529.020,4,57,"9,2",6,1.160,603,"Honda CR-V 2,0 i-MMD Executive E-CVT AWD",Automatisk,,184,SUV,750,469.900,29-11-2019,5,20,Benzin,1
2014,Mørkblåmetal,1.555,233,,Baghjul,71.000,,4,59,"7,9",7,1.880,655,"Mercedes E200 2,0 Avantgarde aut.",Automatisk,,184,Sedan,1.900,338.000,24-07-2013,4,"16,9",Benzin,7
2018,Hvid,934,162,,Forhjul,37.000,115.595,3,35,"14,4",4,1.080,396,"VW UP! 1,0 MPi 60 Move Up! BMT",Manuel,,60,Hatchback,,99.900,04-01-2018,5,"24,4",Benzin,5
2015,Gråmetal,1.710,226,,Baghjul,88.000,,4,70,8,6,3.880,675,"BMW 520d 2,0 Touring M-Sport aut.",Automatisk,,190,Stationcar,2.000,354.900,15-12-2015,5,"21,3",Diesel,8
2012,,1.085,167,,Forhjul,119.000,165.900,4,55,"13,6",6,1.880,513,"Renault Clio III 1,2 16V Expression ST",Manuel,,75,Stationcar,1.200,51.800,28-11-2012,5,"17,2",Benzin,5
2011,,,,08-03-2019,,91.000,,,,,,,,"BMW 120 Cabriolet 2,0",Automatisk,,175,Cabriolet,,2.076,,,,Diesel,
2008,Grå,1.740,243,,Baghjul,175.000,989.995,6,61,"7,1",6,9.100,455,"BMW 330d 3,0 Cabriolet Steptr.",Automatisk,,231,Cabriolet,1.800,2.400,09-07-2008,2,"14,5",Diesel,6
2009,,,,18-11-2020,,145.000,,,,,,,,"Hyundai i10 1,1",Manuel,,66,,,24.900,,,,Benzin,
2015,Sortmetal,1.542,193,,Forhjul,199.000,304.289,4,53,11,6,3.020,358,"Ford Focus 1,6 TDCi 115 Titanium stc.",Manuel,,115,Stationcar,1.200,87.600,29-01-2015,5,"23,8",Diesel,6
2019,Gråmetal,1.342,190,,Forhjul,13.000,206.015,3,50,"11,1",6,1.160,458,"Hyundai i30 1,0 T-GDi Life Komfort",Manuel,,120,Hatchback,1.200,174.900,10-01-2019,5,"20,4",Benzin,6
2007,,1.350,182,,Forhjul,230.000,,4,60,"11,4",6,4.360,750,"Mazda 5 1,8 Touring 7prs",Manuel,,115,MPV,1.300,29.900,23-10-2007,5,"12,7",Benzin,5
2008,Sortmetal,1.320,204,,Forhjul,147.000,239.998,4,59,"9,8",6,4.360,530,"Mitsubishi Lancer 1,8 Invite SportSedan",Manuel,,143,Sedan,1.300,54.900,27-03-2008,4,13,Benzin,5
2013,Koksmetal,1.210,169,,Forhjul,102.000,189.991,3,50,"13,5",6,660,372,"Peugeot 2008 1,2 VTi 82 Active",Manuel,,82,SUV,1.100,84.800,24-07-2013,5,"20,4",Benzin,5
2019,Hvid,1.245,150,,Baghjul,8.000,341.066,,,"7,3",6,660,465,BMW i3 aut.,Automatisk,,170,Hatchback,,224.800,25-09-2018,5,"76,6",El,1
2012,Koksmetal,1.310,200,,Forhjul,70.000,199.999,4,60,10,6,3.140,683,"Chevrolet Cruze 1,8 LT",Manuel,,141,Hatchback,1.200,79.900,06-09-2012,5,"15,2",Benzin,5
2016,Sort,,,,Forhjul,52.000,169.284,,,,2,3.020,,"Mercedes Citan 109 1,5 CDi Kassevogn L",Manuel,,90,Varevogn,,73.900,20-04-2016,,"23,8",Diesel,5
2012,Sort,1.190,163,,Forhjul,224.000,161.990,4,45,"13,7",6,2.180,374,"Citroën C3 1,4 HDi Seduction",Manuel,,70,Hatchback,700,27.500,03-04-2012,5,"26,3",Diesel,5
2017,Sortmetal,1.680,235,,Baghjul,78.000,,4,66,"7,7",7,3.020,770,"Mercedes E220 d 2,0 Avantgarde stc. aut.",Automatisk,,194,Stationcar,2.100,394.800,29-11-2016,5,"23,8",Diesel,9
2020,Hvidmetal,1.855,170,,4x4,0,,4,45,"10,5",7,,535,"Mitsubishi Outlander 2,4 PHEV Inform+ CVT 4WD",Automatisk,,224,SUV,1.500,289.900,,5,"32,1",Benzin,1
2017,Hvid,860,157,,Forhjul,18.000,93.991,3,35,"14,3",6,1.000,380,"Peugeot 108 1,0 e-VTi 69 Active",Manuel,,69,Hatchback,,74.000,14-02-2018,5,"26,3",Benzin,5
2005,Sort,1.975,167,,Forhjul,219.000,,4,75,,2,12.480,700,"Kia Carnival 2,9 HPDi LX aut.",Automatisk,,144,MPV,2.000,5.000,21-04-2005,5,"11,8",Diesel,4
2014,,,,05-10-2020,,175.500,,,,,,,,"Ford Ka 1,2",Manuel,,69,MPV,,29.900,,,,Benzin,
1999,,1.272,199,,Forhjul,328.000,,4,62,"11,3",4,5.580,648,"VW Passat 1,8 Trendline Variant",Manuel,,125,Stationcar,1.300,6.000,23-11-1999,5,"11,4",Benzin,5
2007,Ukendt,1.741,,01-03-2019,,216.000,,4,,,,,,"Peugeot 207 1,6 HDI 16V STC.",Manuel,BK63406,90,Stationcar,,16.900,19-12-2007,5,"21,7",Diesel,5
2015,Sort,820,180,,Forhjul,134.000,139.997,3,35,"11,7",6,660,520,"Mitsubishi Space Star 1,2 Intense",Manuel,,80,Hatchback,200,49.900,07-08-2014,5,"23,3",Benzin,5
